attribution_id,route_id,organization_name,is_producer,is_operator,is_authority,attribution_url,attribution_email,attribution_phone
107,F,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
80,N2,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
108,FN,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
81,N3,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
109,N1,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
82,N4,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
83,1,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
40,E4,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
84,A,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
41,ES,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
85,B,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
42,E6,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
86,3,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
43,E7,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
87,4,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
44,E8,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
88,5,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
45,G1,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
89,6,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
46,G2,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
47,G3,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
48,G4,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
49,G6,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
110,N2,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
111,N3,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
112,N4,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
90,7,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
91,8,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
92,9,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
93,10,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
50,E5,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
94,E1,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
51,F,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
95,E3,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
52,FN,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
96,E4,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
53,1,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
97,ES,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
10,9,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
54,A,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
98,E6,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
11,10,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
55,B,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
99,E7,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
12,E1,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
56,3,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
13,E3,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
57,4,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
14,E4,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
58,5,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
15,ES,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
59,6,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
16,E6,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
17,E7,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
18,E8,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
19,G1,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
1,1,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
2,A,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
3,B,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
4,3,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
5,4,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
6,5,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
7,6,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
8,7,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
9,8,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
60,7,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
61,8,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
62,9,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
63,10,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
20,G2,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
64,E1,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
21,G3,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
65,E3,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
22,G4,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
66,E4,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
23,G6,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
67,ES,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
24,E5,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
68,E6,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
25,F,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
69,E7,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
26,FN,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
27,1,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
28,A,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
29,B,Tuvisa,1,1,0,https://www.vitoria-gasteiz.org/tuvisa,tuvisa@vitoria-gasteiz.org,(+34) 945 16 10 54
